Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition
logbooks,19080,0.0,0.00,Low
nurikabe puzzle book for adults,18871,0.0,0,Low
lang calendars 2023 wall calendar,18868,0.0,0.00,Low
rainy day activities for kids ages 4-8,18864,0.0,0.00,Low
mileage log book for self employed,18859,0.0,0.00,Low
irs mileage and business logging trip log book,18858,0.0,0.00,Low
owl calendar 2022 wall calendar,18850,0.0,0.00,Low
tasks to go notebook pocket size,18846,0.0,0.00,Low
i subject notebook with pockets,18840,0.0,0.00,Low
nurikabe puzzle book for adults large print,18835,0.0,0,Low
decomposition notebook composition,18825,0.0,0.00,Low
mileage log book for taxes for self employed,18822,0.0,0.00,Low
nurikabe puzzle book large print,18822,0.0,0,Low
nurikabe puzzle book for kids,18739,0.0,0,Low
primary composition notebook,18735,0.0,0.00,Low
abc puzzles for toddlers 1-3,18735,0.0,0.00,Low
genkouyoushi notebook kawaii,18733,0.0,0.00,Low
airplane activities for kids,18733,0.0,0.00,Low
leichten notebook 1917 pocket,18730,0.0,0.00,Low
quarantine activities for kids,18730,0.0,0.00,Low
bluey toys for toddlers 1-3,18728,0.0,0.00,Low
not consumed prayer journal,18717,110.0,2.56,High
gratitude journal christian,18717,70.0,0.86,High
cursive writing practice book,18717,1000.0,0,High
instruments for toddlers 1-3,18701,0.0,0.00,Low
board books for toddlers 1-3,18701,0.0,0.00,Low
do a dot markers activity book,18698,0.0,0.00,Low
magna tiles for toddlers 1-3,18695,0.0,0.00,Low
nurikabe puzzles for adults,18682,0.0,0,Low
1 subject notebook with pocket,18680,30.0,1.07,High
gratitude journal for kids,18610,0.0,0.00,Low
9x6 notebook with pockets,18608,0.0,0.00,Low
tax mileage log book 2022,18605,0.0,0.00,Low
abc toys for toddlers 1-3,18597,0.0,0.00,Low
ball pits for toddlers 1-3,18597,0.0,0.00,Low
tax notebook with pockets,18592,0.0,0.00,Low
hiragana writing practice,18592,1300.0,0,High
abc book for toddlers 1-3,18584,0.0,0.00,Low
mileage log book for taxes,18575,210.0,1.60,High
dot marker activity books,18572,0.0,0.00,Low
dot markers activity book,18569,0.0,0.00,Low
back to school decorations,18569,0.0,0.00,Low
the happy planner planners,18565,27100.0,0.96,High
mileage log book mileage log book for taxes,18554,0.0,0.00,Low
90 guests birthday party guest book for adults,18554,0.0,0.00,Low
gratitude journal for kid,18552,0.0,0.00,Low
putnam county spelling bee,18551,2900.0,0,High
emraw composition notebook,18550,0.0,0.00,Low
cursive writing practice book for kids,18543,0.0,0,Low
jot notebook carnet 5x7 with pocket,18542,0.0,0.00,Low
gratitude journal daily journal,18533,0.0,0.00,Low
nurikabe puzzle adult activity book,18515,0.0,0,Low
building blocks for toddlers 1-3,18510,0.0,0.00,Low
3x5 spiral notebooks pocket size,18498,0.0,0.00,Low
irs mileage and business logging trip,18494,0.0,0.00,Low
cursive writing practice,18451,14800.0,0,High
demotivational calendar,18446,0.0,0.00,Low
a4 composition notebook,18443,70.0,0.53,High
figgerits puzzles books,18432,10.0,0.00,Low
ae composition notebook,18424,0.0,0.00,Low
dot marker activity book,18422,320.0,0.56,High
games for kids ages 4-8,18421,0.0,0.00,Low
8 composition notebooks,18420,30.0,0.48,High
mileage log book for car,18419,210.0,0.92,High
ems notebook pocket size,18418,0.0,0.00,Low
emt notebook pocket size,18415,0.0,0.00,Low
mileage log books for taxes,18409,10.0,1.54,High
primary composition notebooks,18387,210.0,1.01,High
magnatiles for toddlers 1-3,18383,0.0,0.00,Low
kurzgesagt gratitude journal,18375,480.0,0.33,High
gratitude journals for kids,18362,0.0,0.00,Low
mileage log book taxes,18335,0.0,0.00,Low
books for toddlers 1-3,18326,0.0,0.00,Low
mileage book for taxes,18317,70.0,0.97,High
gratitude journal kids,18298,0.0,0.00,Low
tractors for toddlers 1-3,18289,0.0,0.00,Low
buses for toddlers 1-3,18288,0.0,0.00,Low
dockben gratitude journal,18268,0.0,0.00,Low
art easel for toddlers 1-3,18245,0.0,0.00,Low
dot markers activity books,18234,0.0,0.00,Low
abc books for toddlers 1-3,18231,0.0,0.00,Low
nurikabe puzzle books,18200,0.0,0.00,Low
futoshiki puzzle book,18192,40.0,0.41,High
codeword puzzle books,18192,0.0,0.00,Low
mileage books for car,18190,0.0,0.00,Low
planner daily planner,18187,90500.0,1.88,High
art for kids ages 4-8,18187,0.0,0.00,Low
fun activity for kids,18186,0.0,0.00,Low
365 gratitude journal,18175,110.0,0.59,High
rossword puzzle books,18172,0.0,0.00,Low
activity book for kid,18170,0.0,0.00,Low
chayil prayer journal,18168,170.0,0.43,High
nanograms puzzle book,18168,0.0,0.00,Low
codewords puzzle book,18161,0.0,0.00,Low
activities for toddlers,18152,0.0,0.00,Low
abc tracing for toddlers,18149,0.0,0.00,Low
gratitude journals kids,18148,0.0,0.00,Low
teeaxart back to school,18144,0.0,0.00,Low
grattitude journal daily,18141,0.0,0.00,Low
mileage log book for tax,18138,0.0,0.00,Low
puppets for toddlers 1-3,18132,0.0,0.00,Low
gratitude journal for me,18129,0.0,0.00,Low
nurikabe puzzle book for,18122,0.0,0.00,Low
indented letter tracing,18119,0.0,0.00,Low
nurikabe brain activity,18114,0.0,0,Low
gratitude daily journal,18098,0.0,0.00,Low
balls for toddlers 1-3,18006,0.0,0.00,Low
kakuro puzzle book for,17988,0.0,0.00,Low
gratitude kids journal,17987,0.0,0.00,Low
activity books for kid,17980,0.0,0.00,Low
drums for toddlers 1-3,17977,0.0,0.00,Low
gratitude journals men,17967,0.0,0.00,Low
codeword puzzle book,17939,390.0,0.76,High
art for toddlers 1-3,17936,0.0,0.00,Low
back to school girls,17928,0.0,0.00,Low
nurikabe puzzle book,17927,0.0,0.00,Low
mileage log book tax,17921,0.0,0.00,Low
mileage log book for,17907,0.0,0.00,Low
log book for business,17896,70.0,0.50,High
rooted prayer journal,17896,0.0,0.00,Low
fill-in puzzle books,17895,0.0,0.00,Low
log book for truckers,17890,590.0,8.52,High
cups for toddlers 1-3,17887,0.0,0.00,Low
compositions notebook,17882,0.0,0.00,Low
hardcover sketch book,17876,70.0,1.20,High
codeword puzzles book,17874,0.0,0.00,Low
cars for toddlers 1-3,17866,0.0,0.00,Low
eid activity for kids,17848,0.0,0.00,Low
mileage log for taxes,17839,1300.0,5.02,High
suguru puzzle books,17672,140.0,0.59,High
jumble puzzle books,17657,320.0,0.75,High
retrievers calendar,17655,0.0,0.00,Low
back to school sign,17652,0.0,0.00,Low
caregivers log book,17651,0.0,0.00,Low
jumbles puzzle book,17647,0.0,0.00,Low
kukuro puzzle books,17643,0.0,0.00,Low
dot-to-dot activity,17640,0.0,0.00,Low
pacon tracing paper,17640,0.0,0.00,Low
sudoko puzzle books,17637,0.0,0.00,Low
numbrix puzzle books,17635,0.0,0.00,Low
dot markers activity,17627,390.0,0.69,High
tax mileage log book,17625,0.0,0.00,Low
irs mileage log book,17624,10.0,2.14,High
abc tracing for kids,17624,0.0,0.00,Low
mileage book for car,17623,0.0,0.00,Low
affirmations journal,17616,1900.0,1.15,High
fill in puzzle books,17600,0.0,0.00,Low
mathdoku puzzle book,17584,0.0,0.00,Low
esv prayer journal,17446,70.0,1.43,High
airbnb guest books,17443,0.0,0.00,Low
2022_2023 calendar,17434,0.0,0.00,Low
pre-diabetes books,17421,0.0,0.00,Low
coloring books for,17417,0.0,0.00,Low
a6 pocket notebook,17413,170.0,1.60,High
mileage log book t,17404,0.0,0.00,Low
resellers log book,17402,0.0,0.00,Low
financial planners,17402,0.0,0.00,Low
1686456964 + trace,17398,0.0,0.00,Low
numbrix puzzle book,17392,50.0,0.70,High
activities for kids,17389,60500.0,3.30,High
fill in puzzle book,17389,1000.0,0.83,High
my prayers journal,17387,0.0,0.00,Low
games kids ages 4-8,17384,0.0,0.00,Low
picross puzzle book,17378,0.0,0.00,Low
dot marker activity,17367,0.0,0.00,Low
gokigen puzzle book,17360,0.0,0.00,Low
crimson trace laser,17353,0.0,0.00,Low
back to school girl,17350,0.0,0.00,Low
motivation calendar,17347,0.0,0.00,Low
emomas pink journal,17340,0.0,0.00,Low
affirmation journal,17337,0.0,0.00,Low
calendars 2021,17304,0.0,0.00,Low
karuko puzzle book,17142,0.0,0.00,Low
genealogy log book,17141,0.0,0.00,Low
rebus puzzle books,17136,110.0,0.50,High
mompreneur planner,17128,10.0,0.81,High
lunisolar calendar,17123,5400.0,1.41,High
comic book display,17118,1600.0,0.84,High
zatanna comic book,17114,140.0,2.37,High
sudoko puzzle book,17096,0.0,0.00,Low
boxclever planner,17064,50.0,0.38,High
financial planner,17052,60500.0,15.77,High
act daily journal,17052,210.0,0.61,High
2022_2023 planner,17049,0.0,0.00,Low
log book business,17043,0.0,0.00,Low
gratutude journal,17042,0.0,0.00,Low
password logbooks,17041,0.0,0.00,Low
for kids ages 4-8,17039,0.0,0.00,Low
accademic planner,17033,2900.0,3.74,High
bpd daily journal,17033,0.0,0.00,Low
gemey guest books,17028,0.0,0.00,Low
a mothers journal,16780,70.0,0.53,High
reseller log book,16766,0.0,0.00,Low
acedemic calendar,16753,90500.0,1.40,High
scotland calendar,16746,260.0,0.60,High
abc tracing books,16746,0.0,0.00,Low
aestethic journal,16736,0.0,0.00,Low
jw prayer journal,16736,0.0,0.00,Low
tracing projector,16724,0.0,0.00,Low
airbnb guest book,16722,880.0,1.52,High
kahootie planner,16711,20.0,0.42,High
milage log books,16706,0.0,0.00,Low
basenji calendar,16702,10.0,0.00,High
monthly calendar,16702,0.0,0.00,Low
ellejoy planners,16701,10.0,0.00,High
expenses tracker,16696,0.0,0.00,Low
alif baa tracing,16696,0.0,0.00,Low
mileage book log,16695,1300.0,1.61,High
#NAME?,16677,0.0,0.00,Low
spending tracker,16673,5400.0,7.22,High
story books kids,16671,0.0,0.00,Low
gratuity journal,16667,50.0,1.93,High
booqool calendar,16667,0.0,0.00,Low
abc tracing book,16666,0.0,0.00,Low
polka dot sheets,16665,1300.0,1.54,High
gemey guest book,16660,0.0,0.00,Low
finacial tracker,16658,4400.0,14.00,High
a coloring books,16658,0.0,0.00,Low
dadisms calendar,16655,10.0,0.00,High
mileage log book,16419,0.0,0.00,Low
hooky comic book,16416,90.0,0.15,High
nurikabe puzzles,16409,0.0,0,Low
tracing for kids,16404,0.0,0.00,Low
buisness planner,16396,0.0,0.00,Low
expense trackers,16375,18100.0,14.57,High
moleskin planner,16371,1900.0,1.29,High
nokingo planner,16236,20.0,0.69,High
kakeibo planner,16233,50.0,0.91,High
mileage tracker,16207,0.0,0.00,Low
expense tracker,16207,0.0,0.00,Low
milage log book,16206,0.0,0.00,Low
tax mileage log,16190,0.0,0.00,Low
tracing drawing,16187,0.0,0.00,Low
back. to school,16185,0.0,0.00,Low
dirays/journals,16183,0.0,0.00,Low
coboll calendar,16182,0.0,0.00,Low
storys for kids,15953,0.0,0.00,Low
ml sketch books,15938,0.0,0.00,Low
sloths calendar,15937,0.0,0.00,Low
comic book bags,15935,590.0,1.08,High
irs mileage log,15932,480.0,4.93,High
mothly planners,15911,0.0,0.00,Low
log book driver,15903,1300.0,3.04,High
5x8 sketch book,15903,0.0,0.00,Low
story book for,15546,0.0,0.00,Low
month calendar,15536,33100.0,0.26,High
artfan journal,15534,10.0,0.95,High
refund tracker,15532,14800.0,6.85,High
sloth calendar,15530,210.0,0.39,High
logbook,15528,0.0,0.00,Low
bnb guest book,15516,0.0,0.00,Low
tracker,15510,673000.0,2.29,High
montly planner,15510,880.0,1.57,High
chidi calendar,15509,70.0,0.00,High
mothly planner,15509,0.0,0.00,Low
heirs calendar,15505,20.0,0.07,High
cossac planner,15502,70.0,0.92,High
abroad journal,15502,10.0,0.71,High
axlotl journal,15286,0.0,0.00,Low
12022 calendar,15285,70.0,0.05,High
coboll planner,15280,20.0,0.77,High
hours log book,15278,260.0,0.91,High
nurikabe brain,15268,0.0,0,Low
mayan calendar,15263,60500.0,0.20,High
income tracker,15255,1600.0,15.79,High
desk calendars,15247,0.0,0.00,Low
the notebook,15000,0.4,"21,000.00",
tracing books,14789,0.0,0.00,Low
big calendars,14770,3600.0,1.23,High
crimson trace,14766,0.0,0.00,Low
backing sheet,14757,2400.0,1.13,High
nurikabe book,14746,0.0,0,Low
crayola color wonder coloring book,14729,50.0,0.64,High
coloring markers for adults coloring books,14554,0.0,0.00,Low
nurikabe easy,14530,0.0,0,Low
mileage books,14528,1900.0,0.53,High
feela journal,14511,70.0,1.57,High
small notebook,14000,1.7,"17,000.00",
graph paper notebook,14000,0.9,"15,000.00",
cow calendar,13865,390.0,0.49,High
log book for,13858,20.0,0.00,High
art calendar,13852,1900.0,0.51,High
mom planners,13843,2400.0,1.86,High
mom calendar,13843,1000.0,1.21,High
nft log book,13843,0.0,0.00,Low
mileage book,13832,0.0,0.00,Low
faa log book,13831,40.0,2.15,High
job log book,13830,50.0,0.86,High
bts calendar,13626,1300.0,0.30,High
tracing book,13624,0.0,0.00,Low
inr log book,13620,10.0,0.94,High
planners for,13620,0.0,0.00,Low
tracing kids,13619,0.0,0.00,Low
kids activity books ages 4-8 boys,13614,0.0,0.00,Low
fun journals,13610,140.0,2.04,High
mileage logs,13598,0.0,0.00,Low
gay calendar,13592,880.0,2.98,High
mile tracker,13582,4400.0,4.43,High
pet trackers,13580,0.0,0.00,Low
eye tracker,12713,40500.0,1.70,High
kpi tracker,12712,2900.0,18.40,High
lil tracker,12706,480.0,1.90,High
kdp planner,12701,140.0,1.40,High
job tracker,12700,3600.0,11.50,High
job planner,12695,1900.0,4.12,High
pms tracker,12695,590.0,5.88,High
rep tracker,12694,590.0,10.03,High
nft planner,12692,40.0,0.57,High
car tracker,12690,0.0,0.00,Low
sky tracker,12688,12100.0,3.11,High
365 planner,12686,1900.0,1.92,High
bbl journal,12686,0.0,0.00,Low
bbq journal,12684,70.0,0.89,High
asd planner,12683,20.0,0.47,High
pet tracker,12682,14800.0,2.09,High
pdf planner,12682,8100.0,0.86,High
spy tracker,12682,2400.0,1.31,High
key tracker,12681,9900.0,1.76,High
mileage log,12501,3600.0,3.56,High
iep tracker,12500,140.0,2.96,High
trace paper,12496,0.0,0.00,Low
ibs tracker,12493,320.0,2.21,High
nft tracker,12491,2400.0,0.48,High
fat journal,12485,90.0,0.27,High
tracing pad,12482,0.0,0.00,Low
abc tracing,12481,0.0,0.00,Low
add planner,12477,14800.0,1.51,High
dms journal,12477,20.0,0.00,High
bmi tracker,12476,4400.0,0.15,High
may planner,12471,320.0,1.30,High
dmt journal,12471,20.0,0.00,High
journal notebook,12000,2.0,"16,000.00",
e log book,11326,1600.0,22.16,High
dj planner,11313,110.0,8.50,High
f1 planner,11310,30.0,0.11,High
a log book,11307,110.0,0.00,High
it planner,11140,140.0,0.00,High
a1 planner,11125,140.0,0.78,High
it journal,11122,1300.0,1.83,High
f1 journal,11118,720.0,0.43,High
if journal,11115,60500.0,1.80,High
five star notebook,11000,,"12,000.00",
panchatantra story book for kids in english,10477,0.0,0.00,Low
musical instruments for toddlers 1-3,10476,0.0,0.00,Low
500 cryptograms puzzle book for adults,10474,0.0,0,Low
abc activity books for toddlers 1-3,10462,0.0,0.00,Low
dot markers for toddlers activity book,10461,0.0,0.00,Low
plane activities for toddlers 1-3,10460,0.0,0.00,Low
panchatantra story book for kids,10459,0.0,0.00,Low
tea journal tea tasting journal,10457,0.0,0.00,Low
maze activity books for kids ages 9-12,10457,0.0,0.00,Low
coloring book for adult coloring,10456,0.0,0.00,Low
web address and password logbook,10455,0.0,0.00,Low
math activity for kids ages 4-8,10455,0.0,0.00,Low
stupendously spectacular spelling bee,10454,20.0,0,High
car ride activities for kids 9-12,10452,0.0,0.00,Low
math activity book for kids ages 4-8,10451,0.0,0.00,Low
dot activity books for toddlers 1-3,10450,0.0,0.00,Low
draw your own comics blank comic book,10450,0.0,0.00,Low
panchtantra story book for kids,10447,0.0,0.00,Low
trap spelling bee game for adults,10446,0.0,0,Low
quadrille composition notebook,10403,70.0,1.04,High
dockben gratitude journal pink,10402,0.0,0.00,Low
barn animals for toddlers 1-3,10394,0.0,0.00,Low
nurikabe brain activity book,10389,0.0,0,Low
dot activity book for toddler,10381,0.0,0.00,Low
pre-school writing practice,10381,0.0,0,Low
chartwell books coloring books,10380,0.0,0.00,Low
a gratitude journal for women,10379,0.0,0.00,Low
abc dot marker activity book,10379,0.0,0.00,Low
art activities for kids 9-12,10379,0.0,0.00,Low
word notebooks pocket notebook,10373,0.0,0.00,Low
user id and password logbook,10373,0.0,0.00,Low
diet journal for weight loss,10371,0.0,0.00,Low
back to high school supplies,10370,0.0,0.00,Low
coloring for toddlers 1-3,10329,0.0,0.00,Low
gym diary workout log book,10326,20.0,0.44,High
lion toys for toddlers 1-3,10322,0.0,0.00,Low
prek composition notebook,10321,0.0,0.00,Low
floaters for toddlers 1-3,10321,0.0,0.00,Low
half composition notebooks,10320,590.0,0.85,High
duck toys for toddlers 1-3,10312,0.0,0.00,Low
back to school chalkboard,10312,0.0,0.00,Low
back pack for school teens,10310,0.0,0.00,Low
goal and gratitude journal,10309,0.0,0.00,Low
abc practice writing book,10307,0.0,0,Low
graph composition notebook,10303,0.0,0.00,Low
graph notebook composition,10302,1600.0,0.78,High
3d books for toddlers 1-3,10302,0.0,0.00,Low
dieting journal for women,10299,0.0,0.00,Low
grayscale coloring books with color guide,10299,0.0,0.00,Low
lily learning cursive practice kit,10299,0.0,0,Low
6 notebook dividers with pockets,10298,0.0,0.00,Low
busy toys for toddlers 1-3,10297,0.0,0.00,Low
diet journal for weight loss for women,10295,0.0,0.00,Low
bug activity book for kids ages 4-8,10294,0.0,0.00,Low
maze activity book for kids ages 4-8,10292,0.0,0.00,Low
coloring book for adults coloring book,10291,0.0,0.00,Low
a gratitude journal with quotes,10290,0.0,0.00,Low
panchtantra story book for kids in hindi,10290,0.0,0.00,Low
car ride activities for toddlers 1-3,10288,0.0,0.00,Low
maze activity books for kids ages 4-8,10286,0.0,0.00,Low
diet journal for weight loss for men,10284,0.0,0.00,Low
cuss and color adult coloring book,10284,0.0,0.00,Low
diet journal and food diary 2022,10282,0.0,0.00,Low
cars and trucks for toddlers 1-3,10282,0.0,0.00,Low
365 jumbo activity book for kids ages 4-8,10281,0.0,0.00,Low
emt notebook pocket size with scales,10276,0.0,0.00,Low
stem activities for kids ages 7-9,10272,0.0,0.00,Low
bristle blocks for toddlers 1-3,10269,0.0,0.00,Low
activity table for toddlers 1-3,10268,0.0,0.00,Low
panchtantra story book for kids hindi,10267,0.0,0.00,Low
panchtantra story book for kids in english,10266,0.0,0.00,Low
car ride activities for kids ages 4-8,10265,0.0,0.00,Low
activities for kids ages,10245,0.0,0.00,Low
maracas for toddlers 1-3,10241,0.0,0.00,Low
blocks for kids ages 4-8,10237,0.0,0.00,Low
crayons for toddlers 1-3,10236,0.0,0.00,Low
back to school backpacks,10234,6600.0,2.15,High
dot activity books for kids,10224,0.0,0.00,Low
diet & exercises journal,10222,0.0,0.00,Low
101 dot markers activity book,10221,0.0,0.00,Low
prewriting tracing board,10221,0.0,0.00,Low
user name and password logbook,10215,0.0,0.00,Low
primay composition notebook,10214,0.0,0.00,Low
activities for kids ages 6-8,10214,0.0,0.00,Low
a6 pocket notebook dot grid,10211,0.0,0.00,Low
diet journal and food diary,10211,0.0,0.00,Low
akeelah and the spelling bee,10209,880.0,0,High
abc dot markers activity book,10208,0.0,0.00,Low
activity books for kids ages 9,10205,0.0,0.00,Low
scripps spelling bee book 2022,10205,0.0,0,Low
bug activity for kids ages 4-8,10203,0.0,0.00,Low
tambourine for toddlers 1-3,10202,0.0,0.00,Low
landforms for kids activities,10198,0.0,0.00,Low
story books for kids ages 4,10198,0.0,0.00,Low
gas mileage log book for car,10197,0.0,0.00,Low
activity book for kids age 4,10196,0.0,0.00,Low
activities for toddlers 1-3,10191,0.0,0.00,Low
for toddlers 1-3 educational,10191,0.0,0.00,Low
minesweeper puzzle book,10182,20.0,0.16,High
art activities for kids,10182,0.0,0.00,Low
back to school balloons,10179,0.0,0.00,Low
log books for diabetics,10173,0.0,0.00,Low
eid activities for kids,10170,0.0,0.00,Low
pen control and tracing,10166,0.0,0.00,Low
diet & exercise journal,10165,10.0,2.40,High
activity books for kids,10157,0.0,0.00,Low
back-to-school supplies,10157,0.0,0.00,Low
books for kids ages 4-8,10155,0.0,0.00,Low
psalmful prayer journal,10153,0.0,0.00,Low
for toddlers 1-3 learning,10153,0.0,0.00,Low
cute journals for women,10152,20.0,0.78,High
a gratitude journal for,10152,0.0,0.00,Low
hashiwokakero puzzle book,10150,0.0,0.00,Low
trucks for toddlers 1-3,10149,0.0,0.00,Low
art projector for tracing,10149,0.0,0.00,Low
urdu story books for kids,10148,0.0,0.00,Low
joe oliver the workout log,10145,0.0,0.00,Low
dot activity book for kids,10145,0.0,0.00,Low
activity book for kids 4-8,10144,0.0,0.00,Low
regolden gratitude journal,10136,0.0,0.00,Low
plane activities for kids,10134,0.0,0.00,Low
crossword puzzle book for,10131,0.0,0.00,Low
ball toys for toddlers 1-3,10130,0.0,0.00,Low
chartwell books sketch,10110,0.0,0.00,Low
diet journal for women,10108,0.0,0.00,Low
parragon books puzzles,10098,0.0,0.00,Low
activity book for kids,10096,0.0,0.00,Low
back-to-school outfits,10093,0.0,0.00,Low
affenpinscher calendar,10088,10.0,0.00,High
draw for kids ages 4-8,10081,0.0,0.00,Low
quotefalls puzzle book,10081,0.0,0.00,Low
math activities for kids,10080,0.0,0.00,Low
math activity for kids,10080,0.0,0.00,Low
sea colors coloring book,10079,0.0,0.00,Low
back to school for girls,10078,0.0,0.00,Low
trap spelling bee game,10077,140.0,0,High
10 composition notebooks,10076,20.0,1.66,High
piano for toddlers 1-3,10076,0.0,0.00,Low
dot a dot activity boo,10076,0.0,0.00,Low
book adult coloring book,10072,0.0,0.00,Low
astrophotography tracker,10071,210.0,1.18,High
gas mileage log book for,10062,0.0,0.00,Low
log notebook with pocket,10061,0.0,0.00,Low
kid gratitude journal,10038,0.0,0.00,Low
lds gratitude journal,10036,0.0,0.00,Low
toys for toddlers 1-3,10035,0.0,0.00,Low
prek writing practice,10032,50.0,0,High
diet notebook journal,10025,10.0,0.69,High
cryptograms for adult,10018,0.0,0,Low
hardback sketch books,10012,20.0,1.24,High
mileage log book 2023,10010,0.0,0.00,Low
acrostic puzzle books,10009,0.0,0.00,Low
book keeping log book,10008,0.0,0.00,Low
coloring toddlers 1-3,10006,0.0,0.00,Low
esl activities for kids,10006,0.0,0.00,Low
10 composition notebook,10004,0.0,0.00,Low
fun activities for kids,10003,0.0,0.00,Low
